tenure,monthly_charges,contract_type,support_calls,data_usage_gb,senior_citizen,TRUE_PROB,churn
19,72.06,Month-to-Month,1,25.25,0,0.5445,1
15,50.75,Month-to-Month,3,11.95,1,0.6514,0
43,38.38,Month-to-Month,1,1.29,0,0.1083,0
23,56.74,Month-to-Month,2,0.64,1,0.5705,0
37,50.46,Month-to-Month,2,2.95,1,0.3144,1
18,61.66,One Year,1,7.83,0,0.2903,0
29,43.68,Month-to-Month,3,7.67,0,0.3312,0
8,81.85,One Year,0,2.58,0,0.5724,0
24,50.38,Two Year,2,4.72,0,0.1472,0
20,57.72,Two Year,3,1.9,0,0.2829,0
52,64.6,Two Year,0,0.5,0,0.034,0
14,87.46,One Year,3,5.82,1,0.7513,1
27,100.17,Two Year,2,3.41,1,0.5306,1
35,101.55,Month-to-Month,0,6.26,0,0.5672,1
48,39.36,Month-to-Month,0,23.43,0,0.0493,0
45,57.54,Month-to-Month,1,1.24,1,0.2237,0
28,53.73,One Year,4,0.5,0,0.2874,0
30,72.41,Two Year,1,0.64,0,0.1746,1
52,71.19,Month-to-Month,1,4.97,1,0.226,0
28,53.34,One Year,2,9.82,0,0.1759,0
32,51.76,One Year,1,6.95,0,0.1138,0
52,45.05,Two Year,2,5.46,1,0.0338,0
72,20.0,One Year,1,3.5,0,0.0041,0
34,39.04,Two Year,4,2.97,0,0.1004,0
38,82.34,Month-to-Month,1,3.78,0,0.4202,1
44,94.29,Month-to-Month,3,7.57,0,0.5466,1
52,91.96,Month-to-Month,2,1.47,0,0.3688,0
49,83.18,Month-to-Month,1,11.8,1,0.3236,1
21,44.76,Month-to-Month,1,6.85,0,0.3382,0
35,41.38,One Year,3,2.51,0,0.1189,0
49,28.78,One Year,0,5.56,0,0.0165,0
58,53.34,One Year,1,26.33,0,0.0215,0
27,66.74,Month-to-Month,1,0.5,1,0.536,0
34,44.84,Month-to-Month,2,1.78,0,0.2469,0
36,73.62,Month-to-Month,3,4.76,0,0.494,1
30,78.04,Month-to-Month,3,8.14,0,0.6137,1
34,55.51,One Year,3,1.91,0,0.1905,0
7,38.2,Month-to-Month,2,21.44,0,0.4945,0
72,92.62,Month-to-Month,1,8.23,0,0.1139,0
27,65.7,One Year,0,16.79,1,0.209,1
28,103.82,Month-to-Month,2,3.2,0,0.7895,1
11,66.85,Two Year,4,14.13,0,0.4962,0
10,68.24,Month-to-Month,1,3.8,1,0.7696,0
38,45.71,Two Year,1,2.33,0,0.0501,0
49,56.53,Month-to-Month,2,19.41,0,0.1358,0
45,33.82,One Year,2,0.77,0,0.0439,0
18,38.13,Month-to-Month,1,22.9,0,0.2764,0
43,79.82,Two Year,2,4.91,0,0.1331,0
28,59.35,Month-to-Month,5,39.28,1,0.5715,1
24,56.55,Month-to-Month,2,6.21,1,0.5362,1
13,50.19,Two Year,1,11.33,0,0.1897,0
20,57.29,Month-to-Month,0,0.5,0,0.4295,0
38,87.66,Month-to-Month,0,5.49,0,0.4018,0
35,67.88,Month-to-Month,0,10.7,0,0.2775,0
32,41.4,One Year,4,12.22,0,0.1502,0
7,85.61,Month-to-Month,2,1.38,0,0.8759,1
32,99.5,Month-to-Month,0,4.34,1,0.6656,0
21,74.89,Month-to-Month,1,4.35,0,0.6063,1
35,82.83,One Year,1,0.88,0,0.2642,0
53,89.42,One Year,1,4.68,0,0.1244,1
23,31.87,Month-to-Month,2,13.16,0,0.257,0
31,102.29,Month-to-Month,3,2.86,0,0.7909,1
72,86.98,Month-to-Month,1,4.53,0,0.1003,0
34,74.78,Month-to-Month,1,25.95,0,0.3431,0
29,62.49,Month-to-Month,2,0.5,0,0.4601,0
19,38.26,Month-to-Month,2,7.16,1,0.4546,0
44,58.37,Month-to-Month,2,10.88,0,0.2058,0
17,73.97,Two Year,2,11.45,1,0.428,0
54,42.91,Month-to-Month,3,10.07,0,0.0954,0
41,63.61,One Year,1,10.37,0,0.0994,0
22,41.33,Month-to-Month,1,0.5,1,0.3989,0
19,57.31,Month-to-Month,1,6.11,0,0.4824,1
19,37.95,Two Year,2,12.22,1,0.1538,0
10,35.84,Month-to-Month,2,0.79,0,0.5151,1
37,71.8,Month-to-Month,1,0.5,0,0.3602,0
8,53.4,One Year,1,13.48,0,0.3494,0
28,55.28,Month-to-Month,2,9.97,0,0.3783,0
27,52.33,Month-to-Month,1,4.25,1,0.3995,0
25,119.46,Month-to-Month,1,22.56,0,0.82,1
37,77.15,Month-to-Month,2,11.64,0,0.4264,1
22,79.29,One Year,2,27.5,0,0.3733,0
32,49.49,Month-to-Month,2,21.2,0,0.2465,0
54,75.1,Month-to-Month,3,5.25,0,0.2591,1
39,60.45,Month-to-Month,5,11.24,0,0.4357,0
23,49.33,Month-to-Month,0,8.85,0,0.2863,0
29,103.58,Two Year,1,13.35,0,0.3562,0
25,76.46,Month-to-Month,1,12.4,0,0.5406,1
27,75.45,Two Year,1,1.33,0,0.224,0
33,45.57,One Year,3,2.13,0,0.1507,0
13,39.6,One Year,3,2.47,0,0.3211,0
11,63.85,Month-to-Month,2,13.65,0,0.6833,1
18,53.53,Month-to-Month,1,13.32,0,0.4411,0
38,77.25,Two Year,0,5.47,1,0.1354,0
41,78.59,Two Year,2,6.96,1,0.1844,0
44,66.31,Month-to-Month,3,14.03,1,0.3647,0
18,81.55,Month-to-Month,0,3.0,0,0.6514,0
31,68.87,Month-to-Month,0,0.5,1,0.4382,1
24,47.57,Two Year,2,5.27,0,0.1364,0
27,61.03,Month-to-Month,2,19.6,0,0.3997,0
24,67.71,One Year,1,12.5,0,0.2564,1
34,83.58,One Year,1,3.65,0,0.2731,1
20,69.5,One Year,3,0.54,0,0.4704,0
51,53.57,One Year,1,8.11,0,0.0412,0
51,84.32,Month-to-Month,3,14.39,0,0.3319,1
37,72.62,Two Year,3,8.75,0,0.1708,0
48,95.91,One Year,2,4.43,1,0.2924,0
12,66.75,One Year,2,1.05,0,0.4977,0
53,44.25,Month-to-Month,2,19.33,0,0.0758,0
36,88.54,One Year,0,2.58,0,0.24,0
21,53.46,Month-to-Month,2,2.03,0,0.4968,1
20,70.91,Month-to-Month,4,13.54,0,0.7298,1
62,68.71,One Year,0,31.8,1,0.0281,0
44,65.91,Month-to-Month,1,8.63,0,0.2127,0
27,61.6,One Year,2,7.84,0,0.2373,0
12,31.96,Month-to-Month,3,3.08,0,0.4946,0
54,44.96,One Year,1,0.5,0,0.0292,0
15,87.44,Month-to-Month,0,1.7,1,0.7874,1
24,73.58,One Year,2,7.02,0,0.3647,1
27,103.19,Month-to-Month,2,1.31,0,0.7969,1
20,44.25,One Year,2,17.22,0,0.1878,0
26,64.39,Two Year,1,1.67,1,0.2128,0
29,88.26,Month-to-Month,1,5.91,0,0.598,1
26,53.68,Month-to-Month,1,5.74,0,0.3483,1
35,55.29,One Year,1,7.41,0,0.1114,0
63,59.13,One Year,1,3.17,0,0.0275,0
13,56.09,One Year,1,16.54,0,0.2929,1
32,75.64,One Year,1,4.7,0,0.2383,0
16,29.4,Month-to-Month,1,9.64,0,0.2896,0
12,97.85,Month-to-Month,2,8.08,0,0.8789,0
46,45.81,Month-to-Month,0,1.0,1,0.1195,0
33,22.66,Month-to-Month,4,7.8,1,0.2466,1
12,64.8,One Year,3,6.4,0,0.537,0
26,57.45,Month-to-Month,2,18.31,1,0.4627,0
18,61.44,Two Year,0,17.02,0,0.1588,0
7,71.25,Two Year,2,1.31,0,0.5148,1
27,77.9,Two Year,1,0.68,0,0.2407,0
41,98.73,Two Year,0,2.79,0,0.1732,0
39,51.2,Month-to-Month,2,34.51,1,0.2014,0
24,80.49,Two Year,0,0.5,1,0.3072,0
48,79.18,Month-to-Month,1,8.94,0,0.2567,0
56,20.0,Month-to-Month,2,7.5,0,0.0326,0
42,48.34,One Year,1,8.32,1,0.0787,0
22,39.26,Month-to-Month,3,1.97,0,0.425,1
27,73.96,Two Year,1,2.06,0,0.2083,0
62,71.76,One Year,2,4.51,0,0.0554,0
25,72.16,One Year,0,0.81,1,0.3215,0
39,58.89,Month-to-Month,1,0.62,0,0.2398,0
19,60.9,One Year,1,0.74,0,0.2941,0
48,64.43,Month-to-Month,1,6.81,0,0.174,1
18,56.98,Two Year,1,4.06,0,0.1964,0
28,80.54,Month-to-Month,1,2.78,0,0.5613,0
39,43.61,One Year,2,3.04,0,0.0822,0
68,49.36,Month-to-Month,1,1.86,0,0.0382,0
33,67.43,Month-to-Month,2,4.24,0,0.431,0
25,57.64,Month-to-Month,4,1.82,1,0.6594,1
24,42.82,Month-to-Month,1,9.58,0,0.2762,0
47,75.64,One Year,2,1.06,0,0.1484,0
37,53.55,Month-to-Month,2,23.69,0,0.214,1
41,48.11,Month-to-Month,0,0.75,0,0.1324,0
60,61.51,One Year,1,22.98,0,0.0268,0
30,47.14,Month-to-Month,0,14.33,0,0.1853,0
36,64.32,Month-to-Month,1,9.13,0,0.2937,0
24,57.81,Two Year,2,19.47,0,0.151,0
19,54.75,Month-to-Month,2,1.2,0,0.5392,1
21,54.87,Month-to-Month,0,1.55,0,0.3848,1
6,84.91,Month-to-Month,2,2.32,0,0.8794,1
38,72.38,Month-to-Month,0,2.25,1,0.3539,0
36,30.82,Month-to-Month,1,2.98,0,0.1192,0
38,82.66,Month-to-Month,1,6.86,0,0.4165,1
18,75.33,One Year,0,0.5,0,0.3658,0
21,74.15,Month-to-Month,2,3.85,0,0.659,1
21,82.76,Month-to-Month,2,2.26,0,0.7324,1
50,65.3,Month-to-Month,1,7.46,0,0.1577,0
32,77.4,One Year,0,33.69,0,0.1402,0
30,55.71,Two Year,2,5.83,0,0.1253,0
43,81.95,Month-to-Month,0,4.44,0,0.2966,1
21,69.36,Two Year,1,3.67,0,0.2431,0
35,37.46,Month-to-Month,0,12.3,0,0.1102,1
72,85.73,Month-to-Month,0,0.6,0,0.081,1
54,62.42,Month-to-Month,2,25.71,0,0.1157,0
35,59.64,Month-to-Month,1,4.33,0,0.2836,0
31,56.15,Month-to-Month,4,3.01,0,0.4948,0
38,57.61,Month-to-Month,1,29.22,0,0.1766,0
58,69.59,Month-to-Month,2,21.98,0,0.1248,0
56,45.25,Month-to-Month,1,8.22,0,0.0617,0
62,33.63,Month-to-Month,1,0.5,0,0.0317,0
33,43.71,Month-to-Month,1,11.04,0,0.1856,0
8,72.63,Two Year,0,3.27,0,0.3863,0
70,61.76,Month-to-Month,1,3.93,0,0.0505,0
19,87.26,One Year,0,1.38,0,0.4536,1
8,63.7,One Year,1,5.93,0,0.4535,0
42,81.85,Month-to-Month,0,10.92,1,0.3444,0
8,51.14,Month-to-Month,2,2.55,0,0.6658,0
30,56.3,Month-to-Month,0,22.34,0,0.2225,0
8,65.19,One Year,2,1.73,0,0.5543,0
25,62.06,Month-to-Month,0,0.55,0,0.397,1
62,60.19,Month-to-Month,1,8.27,1,0.0902,0
35,47.56,Month-to-Month,3,15.14,0,0.264,0
30,33.29,Two Year,2,24.48,0,0.0484,0
37,77.62,Month-to-Month,2,11.66,0,0.4282,0
4,75.39,One Year,2,1.78,0,0.6837,1
21,52.72,Month-to-Month,2,30.41,0,0.3886,0
22,72.58,Two Year,2,20.15,0,0.2478,0
40,61.67,Month-to-Month,2,1.43,0,0.2949,0
17,87.12,Month-to-Month,1,6.55,0,0.7503,0
32,38.75,Two Year,3,6.49,0,0.0802,0
28,62.47,One Year,3,4.67,0,0.2886,0
21,60.87,Month-to-Month,2,33.22,0,0.4384,0
22,68.22,Month-to-Month,2,0.5,0,0.6117,1
28,95.74,One Year,1,7.89,1,0.5056,0
9,62.53,Two Year,1,1.84,0,0.346,0
43,79.86,Month-to-Month,1,5.99,0,0.3257,0
19,62.04,One Year,3,12.1,0,0.3834,1
26,86.42,One Year,2,2.27,0,0.4697,0
61,80.06,Month-to-Month,0,4.0,0,0.1157,0
43,58.33,One Year,2,24.09,0,0.0755,0
15,56.89,Month-to-Month,0,11.47,0,0.455,1
4,74.74,Two Year,0,6.8,0,0.4467,1
38,51.89,One Year,1,2.01,0,0.0892,0
26,68.81,One Year,0,4.43,0,0.2138,0
33,57.88,Month-to-Month,2,11.9,0,0.3301,0
43,72.36,Month-to-Month,1,13.74,0,0.2525,0
46,61.78,Month-to-Month,5,2.24,0,0.3811,1
23,51.15,One Year,1,8.68,0,0.1715,0
28,87.11,One Year,4,0.8,0,0.5722,1
36,69.79,Month-to-Month,1,0.5,0,0.3632,1
37,63.93,One Year,3,6.36,0,0.1969,0
32,73.4,Two Year,3,2.03,0,0.2393,0
58,31.58,Month-to-Month,2,0.66,0,0.0483,0
37,106.8,Month-to-Month,2,10.47,0,0.6848,0
42,65.49,One Year,3,5.51,1,0.2037,0
34,25.74,Month-to-Month,2,12.73,0,0.1279,0
17,88.94,One Year,3,8.72,0,0.6582,0
21,49.97,Month-to-Month,0,10.47,0,0.3212,0
15,85.87,Two Year,2,2.94,0,0.521,1
49,67.43,Month-to-Month,3,2.44,0,0.2801,0
12,33.59,Month-to-Month,0,7.35,0,0.3261,0
27,70.23,Month-to-Month,1,1.79,0,0.4877,1
24,68.75,Month-to-Month,3,13.52,1,0.6697,1
24,88.04,Month-to-Month,1,5.92,0,0.6717,1
25,75.44,Month-to-Month,2,2.06,0,0.6262,0
63,40.21,Two Year,4,7.85,0,0.0178,0
9,85.05,Two Year,2,23.21,0,0.5264,1
54,56.72,Month-to-Month,2,0.69,0,0.1317,0
26,99.41,One Year,0,0.93,0,0.456,1
45,57.9,Month-to-Month,0,14.85,1,0.1584,0
31,60.77,Two Year,1,0.93,0,0.1223,0
16,48.56,One Year,0,0.5,0,0.211,0
57,55.03,Month-to-Month,3,3.42,0,0.1312,1
53,49.74,One Year,3,5.03,0,0.0562,0
16,88.53,One Year,1,6.74,0,0.5488,1
39,38.37,Month-to-Month,1,5.66,0,0.1237,0
21,81.09,Two Year,2,19.55,0,0.3259,1
12,81.57,Two Year,3,11.71,0,0.5547,0
19,92.55,Month-to-Month,4,32.99,1,0.8591,1
55,65.88,One Year,1,5.18,0,0.0512,0
45,44.47,Two Year,1,0.7,0,0.032,0
25,61.56,Month-to-Month,3,24.9,0,0.482,1
55,76.89,Month-to-Month,2,0.5,0,0.2243,0
51,66.69,Month-to-Month,0,11.97,0,0.121,0
19,72.33,Two Year,1,0.5,0,0.2966,0
62,92.31,One Year,1,11.46,0,0.0763,0
24,76.64,Month-to-Month,2,22.24,0,0.5768,0
26,68.97,Two Year,0,3.94,0,0.1556,0
9,28.11,One Year,1,2.21,0,0.1961,1
21,49.32,Two Year,0,2.05,0,0.1127,0
27,56.91,Month-to-Month,2,5.41,0,0.4191,1
34,25.46,Month-to-Month,1,1.5,0,0.1151,0
16,42.81,One Year,1,8.94,0,0.1981,0
19,59.63,Month-to-Month,1,3.68,0,0.5037,0
63,62.89,One Year,1,3.12,0,0.0311,0
49,75.12,Two Year,2,4.95,0,0.0844,0
53,60.89,Month-to-Month,2,6.26,1,0.187,0
28,69.96,Two Year,5,1.22,0,0.3708,1
35,56.64,Month-to-Month,1,9.84,0,0.2489,0
40,65.84,Month-to-Month,0,17.16,0,0.1907,0
62,74.02,Month-to-Month,2,2.61,1,0.1847,0
12,94.45,Month-to-Month,2,1.59,0,0.8788,1
22,54.71,Month-to-Month,1,11.43,1,0.4664,1
33,67.88,Two Year,2,1.62,0,0.1622,0
31,82.38,One Year,0,0.5,0,0.2603,0
19,36.21,Month-to-Month,2,7.72,0,0.3526,0
38,104.96,One Year,0,2.19,0,0.3254,0
23,88.58,Month-to-Month,3,1.51,0,0.7975,0
30,30.77,Month-to-Month,0,31.96,0,0.0933,1
37,72.43,One Year,1,2.76,0,0.1715,0
23,53.71,One Year,1,18.7,0,0.1649,0
43,57.05,One Year,3,1.57,0,0.1244,0
47,72.01,Month-to-Month,1,13.67,0,0.2033,0
20,86.01,One Year,3,5.58,0,0.6019,0
23,55.68,One Year,3,0.65,0,0.3225,0
17,55.95,Two Year,1,10.58,0,0.188,0
29,72.44,Month-to-Month,2,17.81,0,0.4792,1
34,76.44,One Year,0,1.42,0,0.1849,0
24,44.86,One Year,1,10.35,0,0.1326,0
34,99.47,Two Year,0,4.71,1,0.3063,1
22,52.13,Month-to-Month,2,11.22,0,0.4315,1
23,84.29,Month-to-Month,3,10.01,0,0.7492,0
35,74.03,Month-to-Month,1,0.5,0,0.4067,1
23,77.13,Month-to-Month,1,1.58,0,0.6039,1
28,52.52,Month-to-Month,0,5.09,0,0.261,1
36,30.52,Month-to-Month,1,21.7,1,0.1238,0
34,64.57,One Year,2,3.35,1,0.2528,0
22,64.65,Month-to-Month,0,7.93,0,0.4259,0
50,45.84,Month-to-Month,4,0.5,0,0.1859,1
11,83.36,Month-to-Month,0,9.93,1,0.7843,1
3,63.97,Month-to-Month,1,7.39,0,0.748,1
39,48.82,Two Year,2,10.05,0,0.0584,0
33,76.7,One Year,7,18.8,0,0.5197,0
16,77.23,Two Year,1,1.27,0,0.3771,1
31,50.67,Month-to-Month,1,2.43,1,0.3371,0
21,89.67,Two Year,0,43.75,0,0.2205,0
38,109.86,Month-to-Month,1,1.36,0,0.6727,0
4,43.2,One Year,2,10.2,0,0.3905,1
26,61.33,Month-to-Month,1,10.33,0,0.4029,1
22,71.74,One Year,5,9.19,1,0.6301,1
43,110.61,One Year,2,2.06,0,0.4159,1
9,50.32,Month-to-Month,2,1.94,0,0.6429,0
30,46.21,Month-to-Month,3,8.78,0,0.3393,0
39,46.07,One Year,5,1.65,0,0.1727,0
68,89.43,Month-to-Month,0,8.67,0,0.1018,0
23,50.84,Month-to-Month,2,5.43,0,0.4366,1
35,48.0,Month-to-Month,2,3.91,1,0.3199,0
9,69.62,Month-to-Month,1,2.86,1,0.7817,1
29,71.16,Two Year,0,23.59,0,0.1074,0
51,86.42,Month-to-Month,2,5.68,1,0.3915,0
68,66.84,Month-to-Month,1,6.59,1,0.0827,0
36,69.98,Two Year,0,23.85,0,0.0702,0
11,62.89,One Year,0,8.49,0,0.336,0
55,38.91,Month-to-Month,0,25.33,1,0.0414,0
11,61.01,Two Year,0,0.9,0,0.2579,0
15,66.26,Month-to-Month,2,15.0,0,0.6481,1
58,56.12,Month-to-Month,0,3.27,0,0.0662,0
28,33.71,Two Year,2,13.31,0,0.0625,0
21,42.3,Two Year,0,15.48,1,0.0977,0
41,64.21,Month-to-Month,2,2.53,0,0.2944,0
32,83.66,Month-to-Month,2,4.21,1,0.6569,0
49,98.65,Month-to-Month,3,10.36,0,0.5006,1
33,61.32,Month-to-Month,1,0.83,0,0.3369,0
33,50.66,Month-to-Month,2,11.27,0,0.273,0
48,57.55,Month-to-Month,2,0.94,0,0.1834,0
28,44.07,Two Year,2,19.67,0,0.0809,0
18,80.75,Two Year,4,2.59,0,0.5558,1
43,107.75,Month-to-Month,2,6.86,0,0.6257,1
25,51.15,One Year,1,1.0,0,0.1737,0
34,41.16,Month-to-Month,2,2.51,0,0.2247,0
8,85.13,Month-to-Month,1,4.14,0,0.829,1
27,71.36,Month-to-Month,2,5.34,0,0.5439,1
22,71.7,One Year,0,0.5,0,0.2892,0
8,96.76,Month-to-Month,0,17.56,0,0.8241,1
28,37.67,Two Year,0,0.5,0,0.0543,0
28,37.11,One Year,1,11.89,0,0.0826,0
35,61.77,Month-to-Month,3,5.09,0,0.406,0
51,66.27,Month-to-Month,4,5.94,0,0.284,0
47,57.9,One Year,0,1.87,0,0.0524,0
23,114.22,Two Year,3,7.48,0,0.6821,1
32,58.8,One Year,1,6.16,0,0.1417,0
38,53.99,Month-to-Month,1,1.44,1,0.2785,0
23,67.49,One Year,0,2.18,1,0.3007,0
12,84.42,Month-to-Month,5,0.55,0,0.9152,1
26,50.49,Two Year,4,0.55,0,0.2114,0
52,62.06,One Year,0,0.5,0,0.0459,0
12,84.99,One Year,0,1.99,0,0.5419,0
17,86.1,Month-to-Month,3,9.11,0,0.8214,0
19,69.35,One Year,1,3.04,0,0.3599,0
17,113.37,Month-to-Month,1,3.36,0,0.8869,1
41,104.61,Month-to-Month,1,1.13,0,0.5758,0
21,36.88,Month-to-Month,3,6.85,0,0.4003,1
42,31.16,Two Year,1,3.35,0,0.0234,0
30,80.91,One Year,2,9.02,1,0.4051,1
10,92.31,Month-to-Month,1,10.82,1,0.8727,1
23,60.5,Two Year,0,7.03,1,0.1683,0
48,54.96,Month-to-Month,2,2.58,0,0.172,0
32,48.59,Month-to-Month,1,5.68,0,0.2423,1
24,41.64,Month-to-Month,0,2.32,0,0.2412,0
52,87.73,One Year,2,18.66,0,0.1272,0
16,57.37,Month-to-Month,2,11.63,0,0.5718,0
21,71.04,Month-to-Month,2,5.43,1,0.6979,1
45,28.48,One Year,3,26.92,1,0.0407,0
41,85.05,Month-to-Month,0,6.33,0,0.3358,1
15,76.76,One Year,1,3.19,0,0.4776,0
37,38.11,Month-to-Month,3,0.8,0,0.221,0
21,70.18,One Year,1,6.28,0,0.3321,0
8,65.09,One Year,0,15.75,1,0.4499,1
25,56.0,One Year,1,16.12,0,0.1685,1
70,20.0,Month-to-Month,2,7.42,0,0.0142,0
48,51.79,One Year,1,4.0,0,0.0494,0
29,71.05,Month-to-Month,0,8.41,0,0.3879,0
11,54.03,Two Year,2,11.49,0,0.2787,1
8,60.57,Month-to-Month,3,4.24,1,0.8224,1
30,94.94,Month-to-Month,3,5.17,0,0.7486,1
36,63.45,One Year,0,9.13,0,0.1039,0
42,23.06,One Year,2,16.74,0,0.0285,0
39,61.3,Month-to-Month,3,12.52,0,0.32,0
41,66.99,Two Year,3,0.5,0,0.133,0
34,48.49,Two Year,1,1.06,0,0.0694,0
52,79.69,One Year,3,15.33,0,0.1331,0
22,35.76,Month-to-Month,0,14.36,1,0.2528,0
30,62.25,One Year,1,3.94,0,0.1824,0
10,35.52,Month-to-Month,0,7.02,0,0.3642,1
22,59.09,Month-to-Month,3,18.9,1,0.6059,0
47,79.16,Two Year,0,19.4,1,0.0716,0
40,61.77,Two Year,1,12.23,0,0.0633,0
6,60.6,Two Year,1,1.88,0,0.3744,0
72,65.56,Month-to-Month,2,10.48,0,0.0583,0
32,66.56,Month-to-Month,0,0.85,0,0.3336,0
32,78.88,Month-to-Month,1,17.95,0,0.4291,0
21,79.0,Month-to-Month,0,1.29,0,0.5955,0
24,93.43,Month-to-Month,3,8.69,0,0.7983,1
32,68.35,Month-to-Month,0,7.54,0,0.3278,0
39,31.79,One Year,1,12.0,0,0.0372,0
35,82.16,One Year,2,6.42,0,0.294,0
22,92.0,One Year,0,0.5,0,0.4546,1
18,114.23,Two Year,1,9.79,0,0.6332,1
17,94.03,Month-to-Month,1,3.87,0,0.7972,1
49,55.19,Month-to-Month,0,3.09,0,0.1029,0
46,68.74,One Year,2,38.31,1,0.0975,0
37,59.59,Month-to-Month,2,7.14,0,0.2956,0
49,56.87,One Year,0,9.92,0,0.04,0
27,62.73,Month-to-Month,4,5.98,0,0.5887,1
44,90.71,Month-to-Month,1,11.76,0,0.3752,1
38,33.22,One Year,2,11.16,0,0.0526,0
45,44.95,Two Year,0,8.56,0,0.023,0
16,89.39,Two Year,2,48.75,0,0.364,1
5,94.07,Month-to-Month,1,4.93,0,0.886,1
34,51.81,Month-to-Month,3,9.8,0,0.3328,0
24,98.01,Two Year,3,12.79,0,0.508,1
7,84.52,Month-to-Month,0,3.77,0,0.8013,0
53,59.64,Month-to-Month,1,4.89,1,0.1519,1
46,20.0,Two Year,3,27.83,0,0.0141,0
35,31.64,One Year,1,0.5,0,0.0556,0
18,51.84,Two Year,0,3.27,0,0.1386,1
10,80.2,Month-to-Month,1,5.33,0,0.7857,1
7,80.26,Month-to-Month,3,0.5,1,0.9128,1
22,55.67,Two Year,5,18.35,1,0.3599,0
41,60.37,Month-to-Month,4,2.7,0,0.3758,0
24,64.35,One Year,0,2.38,0,0.2094,0
38,60.63,Month-to-Month,1,13.73,0,0.2324,1
39,68.27,Two Year,1,2.61,0,0.0982,0
41,64.4,One Year,2,8.57,1,0.1656,0
9,31.52,Month-to-Month,0,13.79,0,0.3282,1
19,60.85,Month-to-Month,1,12.58,0,0.4855,1
37,64.55,One Year,1,12.18,0,0.1199,0
59,84.8,One Year,1,0.74,0,0.0833,0
51,48.37,Month-to-Month,3,0.67,0,0.1533,0
34,69.08,Two Year,1,2.93,0,0.1275,0
53,76.26,Month-to-Month,1,0.5,0,0.1995,0
34,62.03,Month-to-Month,1,5.55,0,0.3098,0
11,29.9,Month-to-Month,3,4.02,0,0.488,1
41,85.2,Two Year,1,6.51,0,0.141,0
52,79.94,Month-to-Month,0,2.84,0,0.1917,0
68,69.58,Month-to-Month,3,5.32,0,0.113,0
21,65.81,Two Year,4,3.26,0,0.3718,1
15,29.37,Month-to-Month,1,1.74,0,0.322,0
44,80.49,Month-to-Month,2,8.38,0,0.361,1
36,94.73,Month-to-Month,0,8.95,0,0.4772,1
35,42.73,One Year,0,14.14,0,0.0536,0
54,91.9,One Year,1,16.62,0,0.1105,0
44,87.63,Two Year,1,9.75,0,0.1206,0
38,42.14,Two Year,3,9.31,0,0.0635,0
23,57.12,One Year,3,0.5,1,0.3995,0
43,37.09,One Year,0,0.93,1,0.0454,0
15,63.7,Month-to-Month,1,13.39,1,0.6466,0
34,73.97,Month-to-Month,0,2.12,0,0.3592,0
29,38.59,One Year,3,3.52,0,0.1467,0
11,72.72,Two Year,2,1.26,0,0.4657,0
36,77.78,Month-to-Month,1,1.74,1,0.4927,1
21,78.07,Month-to-Month,1,11.95,1,0.6732,1
36,74.09,Month-to-Month,2,2.43,0,0.4521,0
17,40.43,Month-to-Month,0,4.77,0,0.3154,1
45,62.57,Month-to-Month,1,1.32,0,0.2058,1
63,72.05,Month-to-Month,3,9.06,0,0.1468,0
15,94.22,Month-to-Month,6,10.42,0,0.935,1
17,65.05,One Year,4,3.59,1,0.6047,1
13,73.51,Month-to-Month,2,12.29,0,0.7314,0
26,46.36,One Year,1,2.19,0,0.1405,1
36,41.9,Two Year,3,9.42,1,0.0948,1
41,39.34,Two Year,1,10.47,0,0.0292,0
34,56.59,One Year,1,27.7,0,0.0928,0
41,106.24,Month-to-Month,0,2.12,0,0.5375,1
28,56.96,Two Year,1,0.79,0,0.1229,0
21,72.29,One Year,1,2.44,0,0.3524,0
17,76.14,Month-to-Month,1,1.05,0,0.6828,0
27,43.17,Month-to-Month,2,1.49,0,0.329,0
17,56.3,Month-to-Month,4,3.25,0,0.6845,1
35,77.49,Month-to-Month,4,4.28,0,0.6102,0
18,73.57,Month-to-Month,1,18.72,0,0.5955,1
22,25.12,Two Year,1,1.74,0,0.0603,0
49,76.89,Month-to-Month,2,28.54,0,0.2175,0
51,53.98,One Year,0,13.29,0,0.0301,0
51,54.5,Two Year,3,17.06,0,0.0417,0
29,73.1,One Year,1,21.21,0,0.2139,1
22,95.46,Two Year,1,11.19,0,0.4067,0
38,60.99,Two Year,0,12.44,0,0.0566,0
18,88.58,Month-to-Month,2,4.61,0,0.796,1
42,36.18,Two Year,2,5.71,1,0.0451,0
21,67.61,One Year,1,21.56,1,0.3266,1
26,54.18,Month-to-Month,2,3.8,0,0.4189,0
43,70.64,One Year,3,0.5,0,0.1935,0
9,59.07,One Year,1,11.51,0,0.3785,1
21,38.18,Two Year,2,6.81,0,0.1159,0
35,47.25,Month-to-Month,1,13.49,0,0.1793,0
39,32.14,One Year,1,0.63,0,0.0444,0
36,38.86,Month-to-Month,0,7.77,0,0.117,0
26,74.61,Month-to-Month,2,2.28,1,0.6728,0
45,59.98,Month-to-Month,1,18.69,0,0.1517,1
17,69.62,Month-to-Month,4,0.93,0,0.7875,1
16,101.31,Two Year,1,14.82,0,0.5214,1
35,59.08,Month-to-Month,2,0.74,0,0.3417,0
16,77.69,Month-to-Month,0,0.5,1,0.7238,1
64,65.56,Month-to-Month,0,2.14,0,0.0631,0
